Name,Address,Href,Description,Phone Number,Bare Metal,IaaS,Internet Exchange,Colocation_x,Products,Airplane,Building,Colocation_y,Power,Abbreviation,Summary,Country
Frankfurt,"Frankfurt am Main, Germany",/penta-infra-penta-hamburg,"Penta Infra Data center Penta Hamburg is located at Obenhauptstraße 1C, 22335 Hamburg, Hamburg-Nord, Germany. The data center is 25 sqft. There is a total of 25 sqft in raised floor space for colocation. It has access to 4.0 MW of power. We found 19 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,0.87 miles to nearest airport,25 sqft total space,25 sqft colocation space,4.0 MW total power,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
"DE1, Germany Data Center","Lärchenstraße 110, 65933 Frankfurt am Main, Frankfurt am Main West, Germany",/nlighten-nlighten-leipzig-lej1,"nLighten nLighten Leipzig LEJ1 is located at Döbichauer Straße 3, 04435 Schkeuditz, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 5 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 22301, ISO 27001, SOC 1, SOC 2.",+1 844 368 5200,Inactive,Active,Inactive,Inactive,0 colocation products,4.72 miles to nearest airport,,,,"['ISO 14001', 'ISO 22301', 'ISO 27001', 'SOC 1', 'SOC 2']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', 'ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", ""System and Organization Controls 1, or SOC 1, aims to control objectives within a SOC 1 process area and documents internal controls relevant to an audit of a user entity's financial statements."", 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.']",Germany
"FRA04 Frankfurt, Germany","Gablonzer Straße, Oberursel (Taunus), Germany",/kyndryl-stuttgart,"Kyndryl Stuttgart Data Center is located at Schockenriedstraße 6, 70565 Stuttgart-Vaihingen, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 6 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS, SOC 2.",+1 833-476-4400,Inactive,Inactive,Active,Inactive,0 colocation products,4.99 miles to nearest airport,,,,"['ISO 27001', 'PCI DSS', 'SOC 2']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.']",Germany
"FRA05 Frankfurt, Germany","Gablonzer Straße, Frankfurt, Germany",/eunetworks-bielefeld,"euNetworks Bielefeld Data Center is located at Niederwall 2, 33602 Bielefeld, Germany. The gross building size for this location has not been provided. There is a total of 3218 sqft in raised floor space for colocation. No power information has been offered for this location. We found 0 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,136.71 miles to nearest airport,,3218 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Frankfurt North Data Center,"Eschborner Landstraße 110, 60489 Frankfurt am Main, Frankfurt am Main Mitte-West, Germany",/itenos-munich,"Itenos Munich Data Center is located at Robert-Bosch-Straße 12, 85748 Garching-Hochbrück, Germany. The data center is 26909 sqft. There is a total of 26909 sqft in raised floor space for colocation. It has access to 2.0 MW of power. We found 20 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 9001.",+1 866-377-2170,Inactive,Active,Inactive,Inactive,0 colocation products,10.6 miles to nearest airport,26909 sqft total space,26909 sqft colocation space,2.0 MW total power,"['ISO 27001', 'ISO 9001']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Hamburg Data Center,"AtlasEdge Data Centres | Hamburg, Obenhauptstraße 1C, 22335 Hamburg, Germany",/mod-mission-critical-fr1-fr5-frankfurt-pop,"MOD Mission Critical FR1 - FR5 Frankfurt Data Center PoP is located at Kleyerstraße 90, 60326 Frankfurt, Germany. The data center is 37673 sqft. There is a total of 34336 sqft in raised floor space for colocation. It has access to 3.0 MW of power. We found 119 data center locations within 50 miles of this facility. Certifications for this location include EU-US, ISO 14001, ISO 22301, ISO 27001, ISO 45001, ISO 50001, ISO 9001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2.",+1 844-902-4700,Inactive,Active,Inactive,Inactive,0 colocation products,5.64 miles to nearest airport,37673 sqft total space,34336 sqft colocation space,3.0 MW total power,"['EU-US', 'ISO 14001', 'ISO 22301', 'ISO 27001', 'ISO 45001', 'ISO 50001', 'ISO 9001', 'PCI DSS', 'SOC 1 Type 2', 'SOC 2 Type 2']","['The United States ensures an adequate level of protection - comparable to that of the European Union - for personal data transferred from the EU to US companies under the new framework.', 'ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', 'ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 45001 health and safety management standard. ISO 45001 is an international standard for health and safety at work developed by national and international standards committees independent of government.', 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', ""Report on the fairness of the presentation of management's description of the service organization's system and the suitability of the design and operating effectiveness of the controls to achieve the related control objectives included in the description throughout a specified period."", ""SOC 2 Type 2 compliance evaluates an organization's cybersecurity controls over a period of time.""]",Germany
Speedbone Berlin Data Center,"Alboinstraße, Berlin, Germany",/kyndryl-kelsterbach,"Kyndryl Kelsterbach Data Center is located at Am Weiher 24, 65451 Kelsterbach, Deutschland. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, SOC 2.",+1 833-476-4400,Inactive,Inactive,Active,Inactive,0 colocation products,1.66 miles to nearest airport,,,,"['ISO 22301', 'ISO 27001', 'SOC 2']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.']",Germany
Austria Data Center,"Katharinenstraße 554717, Friedrichshafen, Germany",/leaseweb-frankfurt-am-main-fra-14,"LeaseWeb Frankfurt am Main FRA-14 Data Center is located at Eschborner Landstraße 100, 60489 Frankfurt am Main, Frankfurt am Main Mitte-West, Germany. The gross building size for this location has not been provided. There is a total of 538196 sqft in raised floor space for colocation. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 877-881-6530,Inactive,Active,Inactive,Inactive,0 colocation products,6.22 miles to nearest airport,,538196 sqft colocation space,,"['ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",Germany
Frankfurt Data Center,"Eschborner Landstraße 110, 60489 Frankfurt am Main, Germany",/exa-infrastructure-bonn,"EXA Infrastructure Bonn Data Center is located at Brühler Straße 26A, 53119 Bonn, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 22 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-882-7470,Inactive,Inactive,Inactive,Inactive,0 colocation products,9.19 miles to nearest airport,,,,[nan],[nan],Germany
Berlin Data Center,"Uhlandstraße 181, Berlin, Germany",/colt-hamburg,"Colt Technologies Hamburg Data Center is located at Drehbahn 1, Hamburg, Germany. The data center is 26910 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 18 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 9001.",+1 844-368-5200,Inactive,Inactive,Active,Active,0 colocation products,4.98 miles to nearest airport,26910 sqft total space,,,"['ISO 14001', 'ISO 27001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Cologne Data Center,"Theodor-Babilon-Straße 1, Cologne, Germany",/eunetworks-karlsruhe,"euNetworks Karlsruhe Data Center is located at Albert-Nestler-Straße 7, Karlsruhe, Germany. The gross building size for this location has not been provided. There is a total of 4446 sqft in raised floor space for colocation. No power information has been offered for this location. We found 17 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,70.22 miles to nearest airport,,4446 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
FRA2 Frankfurt Data Center,"Kruppstraße 121-127, 60388 Frankfurt am Main, Germany",/portus-munich-portus,"Portus Data Centers Munich Portus is located at Karl-Marx-Ring 5, Munich-Ramersdorf-Perlach, Germany. The data center is 58 sqft. There is a total of 58 sqft in raised floor space for colocation. It has access to 1.0 MW of power. We found 20 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-403-9300,Inactive,Active,Inactive,Inactive,0 colocation products,3.61 miles to nearest airport,58 sqft total space,58 sqft colocation space,1.0 MW total power,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
FRA Campus Offenbach Germany - Offenbach,"65929 Frankfurt am Main West, Germany",/china-telecom-fr4,"China Telecom FR4 Data Center is located at Lärchenstraße 110, 65933 Frankfurt am Main, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-857-4410,Inactive,Inactive,Active,Active,0 colocation products,4.61 miles to nearest airport,,,,[nan],[nan],Germany
Frankfurt,"Kleyerstraße 75-87, 60326 Frankfurt am Main, Germany",/eunetworks-frankfurt-south,"euNetworks Frankfurt South Data Center is located at Eschborner Landstraße 110, 60489 Frankfurt, Frankfurt am Main Mitte-West, Germany. The data center is 190371 sqft. The gross colocation space is not available for this data center. It has access to 14.0 MW of power. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 45001, ISO 50001, ISO 9001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,6.22 miles to nearest airport,190371 sqft total space,,14.0 MW total power,"['ISO 14001', 'ISO 27001', 'ISO 45001', 'ISO 50001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 45001 health and safety management standard. ISO 45001 is an international standard for health and safety at work developed by national and international standards committees independent of government.', 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Berlin Data Center,"Alboinstraße 36, 12103 Berlin, Germany",/eunetworks-erfurt,"euNetworks Erfurt Data Center is located at Juri-Gagarin-Ring 86, 99084 Erfurt, Germany. The gross building size for this location has not been provided. There is a total of 5231 sqft in raised floor space for colocation. No power information has been offered for this location. We found 0 data center locations within 50 miles of this facility. Certifications for this location include ISO 9001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,126.14 miles to nearest airport,,5231 sqft colocation space,,['ISO 9001'],"['ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Frankfurt City Data Center,"Gervinusstraße 16-22, Frankfurt, Germany",/exa-infrastructure-dortmund,"EXA Infrastructure Dortmund Data Center is located at Stockholmer Allee 24, 44269 Dortmund, Aplerbeck, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 21 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-882-7470,Inactive,Inactive,Inactive,Inactive,0 colocation products,3.71 miles to nearest airport,,,,[nan],[nan],Germany
BEB61 Industrial Estate,"50181 Bedburg, Germany",/globalconnect-hamburg-ham2,"GlobalConnect Hamburg (HAM2) Data Center is located at Wendenstraße 379, 20537 Hamburg, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 18 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-544-2200,Inactive,Active,Inactive,Inactive,0 colocation products,5.98 miles to nearest airport,,,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Location B1-B5 Data Center,"Lützowstraße 105-108, Berlin, Germany",/data4-campus-of-frankfurt-hanau,"Data4 Campus of Data Centers Frankfurt - Hanau is located at Depotstraße, 63457 Hanau, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. It has access to 180.0 MW of power. We found 118 data center locations within 50 miles of this facility. Certifications for this location include PCI DSS.",+1 866-377-2170,Inactive,Active,Inactive,Inactive,0 colocation products,18.67 miles to nearest airport,,,180.0 MW total power,['PCI DSS'],['The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.'],Germany
Munich Data Center,"Balanstraße 73, 81541 Munich, Germany",/voxility-fr5-kleyerstrasse-90,"Voxility FR5 Kleyerstraße 90 Data Center is located at Kleyerstraße 90, Frankfurt, Germany. The data center is 37673 sqft. There is a total of 3003 sqft in raised floor space for colocation. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS.",+1 877-848-4033,Active,Inactive,Active,Active,0 colocation products,4.98 miles to nearest airport,37673 sqft total space,3003 sqft colocation space,,"['ISO 27001', 'PCI DSS']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",Germany
FRA03 Data Center,"60487 Frankfurt am Main, Innenstadt I, Germany",/eunetworks-berlin,"euNetworks Berlin Data Center is located at Alboinstraße 36-42, 12103 Berlin, Germany. The gross building size for this location has not been provided. There is a total of 11324 sqft in raised floor space for colocation. No power information has been offered for this location. We found 20 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,8.7 miles to nearest airport,,11324 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
FRA1 Frankfurt Data Center,"Gutleutstraße 310, 60327 Frankfurt, Germany",/ntt-communications-dc1-frankfurt,"NTT Communications DC1 Frankfurt Data Center is located at Braubachstraße 27-41, Frankfurt, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. It has access to 120.0 MW of power. We found 119 data center locations within 50 miles of this facility. Certifications for this location include HIPAA, HITECH, ISO 27001, SOC 1, SOC 2, SOC 3, SSAE 16 Type 1.",+1 877-866-6190,Inactive,Inactive,Active,Active,0 colocation products,7.46 miles to nearest airport,,,120.0 MW total power,"['HIPAA', 'HITECH', 'ISO 27001', 'SOC 1', 'SOC 2', 'SOC 3', 'SSAE 16 Type 1']","[""The Health Insurance Portability and Accountability Act of 1996 (HIPAA) is a federal law that required the creation of national standards to protect sensitive patient health information from being disclosed without the patient's consent or knowledge."", ""The Health Information Technology for Economic and Clinical Health (HITECH) Act of 2009 provides HHS with the authority to establish programs to improve health care quality, safety, and efficiency through the promotion of health IT, including electronic health records and private and secure electronic health information exchange. Learn more about select portions of the HITECH Act that relate to ONC's work"", ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", ""System and Organization Controls 1, or SOC 1, aims to control objectives within a SOC 1 process area and documents internal controls relevant to an audit of a user entity's financial statements."", 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.', ""A report that outlines information related to a service organization's internal controls for security, availability, processing integrity, confidentiality and privacy."", 'The SSAE 16 audit will result in a Service Organization Control (SOC) 1 report.']",Germany
FRA02 Data Center,"Am Kronberger Hang 65824, Schwalbach (am Taunus), Germany",/maincubes-fra04,"Maincubes FRA04 Data Center is located at 60487 Frankfurt am Main, Innenstadt I, Germany. The data center is 134548 sqft. There is a total of 134548 sqft in raised floor space for colocation. It has access to 40.0 MW of power. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 9001.",+1 844-902-4100,Inactive,Active,Inactive,Inactive,0 colocation products,7.52 miles to nearest airport,134548 sqft total space,134548 sqft colocation space,40.0 MW total power,"['ISO 14001', 'ISO 27001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Frankfurt Data Center,"Frankfurt am Main, Germany",/eunetworks-wurzburg,"euNetworks Wurzburg Data Center is located at Hertzstraße 2, Würzburg, Germany. The gross building size for this location has not been provided. There is a total of 4306 sqft in raised floor space for colocation. No power information has been offered for this location. We found 2 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,64.63 miles to nearest airport,,4306 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Nuremberg Data Center,"Fürther Straße 212, 90429 Nürnberg, Germany",/china-telecom-fr2,"China Telecom FR2 Data Center is located at Kruppstraße 121-127, 60388 Frankfurt am Main, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 117 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-857-4410,Inactive,Inactive,Active,Active,0 colocation products,11.19 miles to nearest airport,,,,[nan],[nan],Germany
Frankfurt Data Center,"Hanauer Landstraße 196, 60314 Frankfurt am Main-Bornheim/Ostend, Germany",/edgeconnex-muc01-munich,"EdgeConnex MUC01 Munich Data Center is located at Landsberger Straße 155, Munich, Germany. The data center is 30000 sqft. The gross colocation space is not available for this data center. It has access to 2.0 MW of power. We found 20 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS, SOC 2 Type 2.",+1 844-883-5500,Inactive,Inactive,Inactive,Active,0 colocation products,18.65 miles to nearest airport,30000 sqft total space,,2.0 MW total power,"['ISO 27001', 'PCI DSS', 'SOC 2 Type 2']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', ""SOC 2 Type 2 compliance evaluates an organization's cybersecurity controls over a period of time.""]",Germany
FRA1 Frankfurt Data Center,"Lyoner Straße 28, 60528 Frankfurt am Main, Deutschland",/global-switch-frankfurt-south,"Global Switch Frankfurt South Data Center is located at Eschborner Landstraße 110, 60489 Frankfurt am Main, Frankfurt am Main Mitte-West, Germany. The data center is 190371 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 45001, ISO 50001, ISO 9001.",+1 866-358-1199,Active,Inactive,Active,Active,0 colocation products,6.22 miles to nearest airport,190371 sqft total space,,,"['ISO 14001', 'ISO 27001', 'ISO 45001', 'ISO 50001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 45001 health and safety management standard. ISO 45001 is an international standard for health and safety at work developed by national and international standards committees independent of government.', 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
Frankfurt am Main FRA-01 Data Center,"Heinrich-Lanz-Allee 47, 60437 Frankfurt am Main, Kalbach-Riedberg, Germany",/globalconnect-hamburg-ham3,"GlobalConnect Hamburg (HAM3) Data Center is located at Wendenstraße 255, 20537 Hamburg, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 18 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-544-2200,Inactive,Active,Inactive,Inactive,0 colocation products,5.86 miles to nearest airport,,,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
"DUS 1-4, DUS 6 Data Center Campus","Am Gatherhof 44, 40472 Düsseldorf, Germany",/myloc-a-wiit-company-dus-7,"myLoc a WIIT Company DUS 7 Data Center is located at Wahlerstraße 32, 40472 Düsseldorf, Germany. The gross building size for this location has not been provided. There is a total of 6006 sqft in raised floor space for colocation. No power information has been offered for this location. We found 30 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-538-1100,Inactive,Inactive,Inactive,Active,0 colocation products,1.87 miles to nearest airport,,6006 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Berlin Data Center,"Europaplatz 2, 10557 Berlin, Germany",/myloc-a-wiit-company-muc-2,"myLoc a WIIT Company MUC 2 Data Center is located at Elisabeth-Selbert-Straße 7, 80939 München, Germany. The gross building size for this location has not been provided. There is a total of 3498 sqft in raised floor space for colocation. No power information has been offered for this location. We found 20 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-538-1100,Inactive,Active,Inactive,Inactive,0 colocation products,13.68 miles to nearest airport,,3498 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Nuremberg Data Center,"City Center Apartment by urbn Rooms, Breite Gasse, Nuremberg, Germany",/penta-infra-penta-leipzig,"Penta Infra Data center Penta Leipzig is located at Ernst-Keil-Straße 6, 04179 Leipzig, Germany. The data center is 15 sqft. There is a total of 15 sqft in raised floor space for colocation. It has access to 1.0 MW of power. We found 5 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,6.22 miles to nearest airport,15 sqft total space,15 sqft colocation space,1.0 MW total power,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Munchen Data Center,"Taunusstraße 21, 80807 München, Germany",/telia-carrier-ddf-b-dusseldorf,"Telia Company DDF-B Dusseldorf Data Center is located at In der Steele 43, Düsseldorf, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 30 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-476-4400,Inactive,Inactive,Active,Active,0 colocation products,7.46 miles to nearest airport,,,,[nan],[nan],Germany
Nuremberg Data Center,"Am Tower 5, 90475 Nuremberg, Germany",/eunetworks-bremen,"euNetworks Bremen Data Center is located at Hermann-Ritter-Straße 106, Bremen, Germany. The gross building size for this location has not been provided. There is a total of 6738 sqft in raised floor space for colocation. No power information has been offered for this location. We found 2 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 844-883-5500,Inactive,Inactive,Active,Active,0 colocation products,1.87 miles to nearest airport,,6738 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Munich 1 Data Center,"Arnulfstraße 205, Munich, Germany",/penta-infra-penta-cologne,"Penta Infra Data center Penta Cologne is located at Dillenburger Str. 70a, 51105 Cologne, Kalk, Germany. The data center is 4 sqft. There is a total of 4 sqft in raised floor space for colocation. No power information has been offered for this location. We found 28 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,7.54 miles to nearest airport,4 sqft total space,4 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
FRA1 Frankfurt Data Center,"Leonhard-Heißwolf-Straße, Frankfurt, Germany",/myloc-a-wiit-company-mgl-1,"myLoc a WIIT Company MGL 1 Data Center is located at Dieselstraße 24-26, 41189 Mönchengladbach, West, Germany. The data center is 46436 sqft. There is a total of 4736 sqft in raised floor space for colocation. No power information has been offered for this location. We found 38 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-538-1100,Inactive,Active,Inactive,Inactive,0 colocation products,18.02 miles to nearest airport,46436 sqft total space,4736 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",Germany
Rostock Data Center,"Lessingstraße 26, Rostock, Germany",/cloudhq-fra-campus-hochst-germany-hochst,"CloudHQ FRA Campus Hochst Germany - Hochst is located at Industriepark Höchst, Brüningstraße, 65929 Frankfurt, Frankfurt am Main West, Germany. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 119 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,3.92 miles to nearest airport,,,,[nan],[nan],Germany
Frankfurt Data Center,"Frankfurt Westcoast, 65933 Frankfurt am Main West, Germany",/itenos-frankfurt,"Itenos Frankfurt Data center is located at Kleyerstraße 90, 60326 Frankfurt, Innenstadt I, Germany. The data center is 26909 sqft. There is a total of 26909 sqft in raised floor space for colocation. It has access to 2.0 MW of power. We found 119 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 9001.",+1 866-377-2170,Inactive,Active,Active,Inactive,0 colocation products,5.65 miles to nearest airport,26909 sqft total space,26909 sqft colocation space,2.0 MW total power,"['ISO 22301', 'ISO 27001', 'ISO 9001']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",Germany
